antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"dual_type=Yes, tier=Average",gen=Mid(4-6),0.16209476309226933,0.32086450540315875,0.05070656691604322,0.31282051282051276,0.9749302510960541,-0.001303889071999971,0.9882941898983885,-0.02977514792899418
"gen=Mid(4-6), legendary=No",dual_type=Yes,0.2826267664172901,0.5527847049044057,0.15211970074812967,0.538235294117647,0.9736797877045554,-0.0041120529239384584,0.9684917218630704,-0.03631315596778162
"gen=Recent(7-9), legendary=No",dual_type=No,0.2310889443059019,0.4472152950955943,0.10058187863674148,0.4352517985611511,0.9732489101655479,-0.0027646317843518092,0.9788162290663998,-0.03451339647706294
legendary=No,dual_type=Yes,0.8869492934330839,0.5527847049044057,0.4771404821280133,0.5379568884723525,0.973176145612391,-0.01315152130756514,0.9679081538884365,-0.19602047437099016
dual_type=Yes,legendary=No,0.5527847049044057,0.8869492934330839,0.4771404821280133,0.863157894736842,0.9731761456123907,-0.01315152130756514,0.8261397787582323,-0.05805487349204666
"gen=Early(1-3), tier=Strong",legendary=No,0.07065669160432253,0.8869492934330839,0.060681629260182876,0.8588235294117647,0.9682893213517835,-0.001987273434590306,0.8007758381823219,-0.03403953130547996
"gen=Mid(4-6), tier=Average",dual_type=Yes,0.09476309226932668,0.5527847049044057,0.05070656691604322,0.5350877192982456,0.96798575385833,-0.0016770210798854948,0.961934785677316,-0.03524747298710362
tier=Weak,"dual_type=Yes, legendary=No",0.2119700748129676,0.4771404821280133,0.09725685785536159,0.45882352941176463,0.9616109858577576,-0.0038826458376088197,0.9661534569373665,-0.048217273780409506
"dual_type=Yes, gen=Mid(4-6)",legendary=No,0.17955112219451372,0.8869492934330839,0.15211970074812967,0.8472222222222222,0.9552093095907529,-0.007133040217411596,0.7399682611652688,-0.0540629713423832
tier=Average,gen=Mid(4-6),0.3117206982543641,0.32086450540315875,0.09476309226932668,0.304,0.947440414507772,-0.005257015399987144,0.9757693887885651,-0.0745882352941176
dual_type=Yes,gen=Early(1-3),0.5527847049044057,0.4014962593516209,0.20947630922693267,0.3789473684210526,0.943837855508336,-0.012464682018975826,0.9636924637558646,-0.11742993848256997
gen=Early(1-3),dual_type=Yes,0.4014962593516209,0.5527847049044057,0.20947630922693267,0.5217391304347826,0.943837855508336,-0.012464682018975826,0.9350865261089699,-0.09043057163911983
"legendary=No, tier=Average",dual_type=Yes,0.3092269326683292,0.5527847049044057,0.16126350789692437,0.5215053763440861,0.9434149890856174,-0.009672410826632505,0.934629717840231,-0.07989178823368262
"gen=Early(1-3), legendary=No",dual_type=Yes,0.37323358270989193,0.5527847049044057,0.19451371571072318,0.5211581291759465,0.94278681112581,-0.011804100167978532,0.9339519418507992,-0.0882755698406877
dual_type=Yes,"gen=Early(1-3), legendary=No",0.5527847049044057,0.37323358270989193,0.19451371571072318,0.35187969924812024,0.9427868111258099,-0.011804100167978532,0.9670525928026028,-0.11948242699772715
tier=Average,dual_type=Yes,0.3117206982543641,0.5527847049044057,0.16209476309226933,0.52,0.9406917293233082,-0.010219671104864603,0.9316985314491548,-0.08391489361702124
gen=Recent(7-9),legendary=No,0.2776392352452203,0.8869492934330839,0.2310889443059019,0.8323353293413174,0.9384249308318696,-0.015162979224147999,0.6742667141669637,-0.08327072091558328
"legendary=No, tier=Average",gen=Mid(4-6),0.3092269326683292,0.32086450540315875,0.09310058187863675,0.3010752688172043,0.9383252548888519,-0.0061193649293225655,0.9716861691924037,-0.08688485990110648
"gen=Early(1-3), legendary=No, tier=Average",dual_type=Yes,0.13881961762261014,0.5527847049044057,0.0714879467996675,0.5149700598802395,0.9315924541893655,-0.0052494145627894895,0.9220364726044968,-0.07856825209684273
"gen=Early(1-3), tier=Average",dual_type=Yes,0.13881961762261014,0.5527847049044057,0.0714879467996675,0.5149700598802395,0.9315924541893655,-0.0052494145627894895,0.9220364726044968,-0.07856825209684273
"dual_type=Yes, tier=Strong",legendary=No,0.16874480465502908,0.8869492934330839,0.13881961762261014,0.8226600985221675,0.9275164934603257,-0.010848467636671688,0.6374803731412212,-0.08593322386425833
tier=Strong,legendary=No,0.24771404821280132,0.8869492934330839,0.20199501246882792,0.8154362416107382,0.9193718825283207,-0.017714787566965096,0.6125292828534725,-0.10440558415325467
gen=Recent(7-9),dual_type=No,0.2776392352452203,0.4472152950955943,0.11388196176226101,0.4101796407185629,0.9171860739487568,-0.010282550758045308,0.9372085859800585,-0.11110696313109437
"dual_type=No, tier=Strong",legendary=No,0.07896924355777224,0.8869492934330839,0.06317539484621779,0.7999999999999999,0.9019681349578257,-0.006866319930293421,0.5652535328345801,-0.10554994954591335
"dual_type=Yes, gen=Recent(7-9)",legendary=No,0.16375727348295926,0.8869492934330839,0.13050706566916043,0.7969543147208121,0.8985342461191537,-0.014737332341078574,0.5567747298420616,-0.11897138394600312
type1=Water,"dual_type=Yes, legendary=No",0.12219451371571072,0.4771404821280133,0.05236907730673317,0.4285714285714286,0.8982080637132903,-0.00593487188097918,0.9150041562759768,-0.1143416270617836
gen=Recent(7-9),"dual_type=No, legendary=No",0.2776392352452203,0.40980881130507063,0.10058187863674148,0.36227544910179643,0.8840108828995155,-0.01319712633075111,0.9254641174840676,-0.15371676002833035
"dual_type=Yes, gen=Recent(7-9), tier=Strong",legendary=No,0.0798004987531172,0.8869492934330839,0.059850374064837904,0.75,0.8455951265229616,-0.010928621919847094,0.4522028262676643,-0.16557788944723612
type1=Water,dual_type=Yes,0.12219451371571072,0.5527847049044057,0.05652535328345802,0.46258503401360546,0.8368267607794998,-0.011021904921818482,0.8321601060639541,-0.18175913581513012
"legendary=No, tier=Weak",dual_type=Yes,0.21030756442227763,0.5527847049044057,0.09725685785536159,0.4624505928853755,0.8365835537460251,-0.018997947082971436,0.8319519827881277,-0.19830645393958632
"gen=Recent(7-9), tier=Strong",legendary=No,0.09891936824605153,0.8869492934330839,0.07315045719035744,0.7394957983193278,0.8337520575240406,-0.014586006582325006,0.43396884133751656,-0.1811915777546973
"legendary=No, type1=Water",dual_type=Yes,0.11388196176226101,0.5527847049044057,0.05236907730673317,0.45985401459854014,0.8318862850557049,-0.010583129319953102,0.8279526409202219,-0.1857070106942795
tier=Weak,dual_type=Yes,0.2119700748129676,0.5527847049044057,0.09725685785536159,0.45882352941176463,0.8300221141088012,-0.019916957398689497,0.8263760887635981,-0.20626878488621744
"legendary=No, tier=Strong",gen=Early(1-3),0.20199501246882792,0.4014962593516209,0.060681629260182876,0.3004115226337449,0.7482299414666566,-0.020418612653735554,0.8555082881032714,-0.2965974104185484
tier=Strong,dual_type=No,0.24771404821280132,0.4472152950955943,0.07896924355777224,0.31879194630872487,0.7128377535490633,-0.031812267613039985,0.8114770544902113,-0.34874331510294354
"legendary=No, tier=Strong",dual_type=No,0.20199501246882792,0.4472152950955943,0.06317539484621779,0.31275720164609055,0.6993437055394924,-0.027159864262867345,0.8043513969567101,-0.35011490567046116
